record_origin,#,card_id,البنك (عربي),البنك (إنجليزي),نوع الكيان,اسم البطاقة,الشبكة,الفئة/المستوى,فئة الحساب,برنامج الولاء,نوع المكافأة,نوع المنتج,شريك فرسان؟,مستوى الثقة (calcTier),الرسوم السنوية (كما وردت),تصنيف الرسوم,أبرز المزايا/الملاحظات,مصدر البيانات,تاريخ آخر مراجعة,ملاحظة للفريق,chrome_exact_id_evidence,identity_status,bank_section,card_name,network,tier,account_segment,loyalty_program,reward_type,product_type,calc_tier,annual_fee,benefits,source,source_date,source_file,table_no,row_no
original_master,149,SAB-10,البنك السعودي الأول (SAB),Saudi Awwal Bank,bank,SAB Advance Visa Platinum,Visa,Platinum (فئة Advance),عادي,ICSAB+ Points,نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-22,أُضيفت عبر تحديث بيانات معدل الاكتساب المقدَّم يدويًا من المستخدم (2026-07-22)، مصدرها صفحة مقارنة البطاقات الرسمية لبنك ساب.,"{""card_id"": ""SAB-10"", ""bank_section"": ""SAB Bank"", ""card_name"": ""SAB Visa Platinum Credit Card"", ""network"": ""Visa"", ""tier"": ""Platinum"", ""account_segment"": ""حساب عادي/General Banking ظاهر ضمن منتجات الشريحة؛ لا يوجد شرط حصري منشور"", ""loyalty_program"": ""ICSAB+"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""400؛ 3.25%/58.14%؛ دولي 2%؛ إعادة 15؛ سحب 3% حتى 75"", ""benefits"": ""زيارتان للصالات بعد 375 ريال دولي/90 يومًا"", ""source"": ""[صفحة البطاقة](https://www.sab.com/en/personal/compare-credit-cards/icsab-credit-cards/sab-platinum-visa-credit-card/)، [التعرفة](https://www.sab.com/content/dam/sabpws/quick-links/personal/schedule-of-bank-charges-as-of-22Feb26.pdf)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""13"", ""row_no"": ""10""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,150,SAB-11,البنك السعودي الأول (SAB),Saudi Awwal Bank,bank,SAB World Elite Mastercard,Mastercard,World Elite — فائقة التميز / دعوة حصرية (Super-Premium / Invitation-Only),مميز,ICSAB+ Points,نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,محلي/أوروبا: 12.5 نقطة لكل 100 ريال محليًا/أوروبا | دولي: 15 نقطة لكل 100 ريال دوليًا — لا تفاصيل أخرى متاحة.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-22,وردت فقط بجدول نقاط ICSAB+ الموحّد (حاشية)، وليست بصفحة عرض/مقارنة البطاقات الرئيسية لبنك ساب. | تصنيف موحَّد 2026-07-29: أُدرجت ضمن فئة 'فائقة التميز/دعوة حصرية' الجديدة (قرار موسَّع على كل الملف بعد إقرار المستخدم، بدءًا من حالة SNB-16) — تُطبَّق على كل بطاقات World Elite/World Legend/World Legend Exclusive/Infinite Privilege بالملف لتوحيد المسمى عبر كل البنوك بدل تفاوتها سابقًا.,"{""card_id"": ""SAB-11"", ""bank_section"": ""SAB Bank"", ""card_name"": ""SAB Platinum Mastercard Credit Card"", ""network"": ""Mastercard"", ""tier"": ""Platinum"", ""account_segment"": ""حساب عادي/General Banking ظاهر ضمن منتجات الشريحة"", ""loyalty_program"": ""ICSAB+"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""نفس SAB-10: 400؛ 3.25%/58.14%؛ دولي 2%؛ إعادة 15؛ سحب 3% حتى 75"", ""benefits"": ""مزايا Mastercard Platinum"", ""source"": ""[صفحة الرسوم](https://www.sab.com/en/personal/compare-credit-cards/icsab-credit-cards/sab-platinum-mc-credit-card/fees-services/)، [التعرفة](https://www.sab.com/content/dam/sabpws/quick-links/personal/schedule-of-bank-charges-as-of-22Feb26.pdf)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""13"", ""row_no"": ""11""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,151,SAB-12,البنك السعودي الأول (SAB),Saudi Awwal Bank,bank,SAB World Mastercard,Mastercard,World,عادي,ICSAB+ Points,نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,محلي/أوروبا: 12.5 نقطة لكل 100 ريال محليًا/أوروبا | دولي: 15 نقطة لكل 100 ريال دوليًا — لا تفاصيل أخرى متاحة.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-22,وردت فقط بجدول نقاط ICSAB+ الموحّد (حاشية)، وليست بصفحة عرض/مقارنة البطاقات الرئيسية لبنك ساب.,"{""card_id"": ""SAB-12"", ""bank_section"": ""SAB Bank"", ""card_name"": ""SAB Titanium Mastercard Credit Card"", ""network"": ""Mastercard"", ""tier"": ""Titanium"", ""account_segment"": ""لا شرط حساب خاص منشور"", ""loyalty_program"": ""ICSAB+"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""225؛ 3.25%/54.08%؛ دولي 2%؛ إعادة 15؛ سحب 3% حتى 75"", ""benefits"": ""مذكورة بالتعرفة الرسمية وبرنامج ICSAB+؛ الصفحة الرئيسية لا تروّجها بوضوح"", ""source"": ""[التعرفة](https://www.sab.com/content/dam/sabpws/quick-links/personal/schedule-of-bank-charges-as-of-22Feb26.pdf)، [تغييرات المكافآت](https://www.sab.com/content/dam/sabpws/personal/c/credit-card-update/Changes%20Summary%20en.pdf)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""13"", ""row_no"": ""12""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,152,SAB-13,البنك السعودي الأول (SAB),Saudi Awwal Bank,bank,SAB Titanium Mastercard,Mastercard,Titanium,عادي,ICSAB+ Points,نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,محلي/أوروبا: 7.5 نقطة لكل 100 ريال محليًا/أوروبا | دولي: 10 نقاط لكل 100 ريال دوليًا — لا تفاصيل أخرى متاحة.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-22,وردت فقط بجدول نقاط ICSAB+ الموحّد (حاشية)، وليست بصفحة عرض/مقارنة البطاقات الرئيسية لبنك ساب.,"{""card_id"": ""SAB-13"", ""bank_section"": ""SAB Bank"", ""card_name"": ""SAB Visa Classic Credit Card"", ""network"": ""Visa"", ""tier"": ""Classic"", ""account_segment"": ""لا شرط حساب خاص منشور"", ""loyalty_program"": ""ICSAB+"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""225؛ 3.25%/54.08%؛ دولي 2%؛ إعادة 15؛ سحب 3% حتى 75"", ""benefits"": ""مذكورة بالتعرفة وبرنامج ICSAB+ فقط بوضوح"", ""source"": ""[التعرفة](https://www.sab.com/content/dam/sabpws/quick-links/personal/schedule-of-bank-charges-as-of-22Feb26.pdf)، [تغييرات المكافآت](https://www.sab.com/content/dam/sabpws/personal/c/credit-card-update/Changes%20Summary%20en.pdf)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""13"", ""row_no"": ""13""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,153,SAB-14,البنك السعودي الأول (SAB),Saudi Awwal Bank,bank,SAB Classic Visa,Visa,Classic,عادي,ICSAB+ Points,نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,محلي/أوروبا: 7.5 نقطة لكل 100 ريال محليًا/أوروبا | دولي: 10 نقاط لكل 100 ريال دوليًا — لا تفاصيل أخرى متاحة.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-22,وردت فقط بجدول نقاط ICSAB+ الموحّد (حاشية)، وليست بصفحة عرض/مقارنة البطاقات الرئيسية لبنك ساب.,"{""card_id"": ""SAB-14"", ""bank_section"": ""SAB Bank"", ""card_name"": ""AQSAT Credit Card"", ""network"": ""غير مذكورة نصيًا"", ""tier"": ""غير مذكور"", ""account_segment"": ""فقط لحامل بطاقة SAB قائمة وبحد متاح 5,000 ريال فأكثر"", ""loyalty_program"": ""لا مكافآت مؤكدة"", ""reward_type"": ""تقسيط تلقائي"", ""product_type"": ""ائتمانية/تقسيط"", ""calc_tier"": ""precise"", ""annual_fee"": ""مجاني؛ 0% شهريًا وAPR؛ دولي 2%؛ سحب/تحويل N/A؛ إعادة 15"", ""benefits"": ""المشتريات تتحول تلقائيًا إلى 3 أقساط بلا ربح؛ لا معالجة أو تسوية مبكرة"", ""source"": ""[صفحة AQSAT](https://www.sab.com/en/personal/compare-credit-cards/aqsat-credit-card/)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""13"", ""row_no"": ""14""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,154,SAIB-01,البنك السعودي للاستثمار,Saudi Investment Bank (SAIB),bank,Visa Infinite Credit Card,Visa,Infinite,مميز,WooW Reward Program,نقاط,بطاقة ائتمانية,,estimated,800 ريال,مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,SAIB C.13.011.30-Credit-Card-tnc.docx,2026-07-28,"رسوم/معدلات مؤكدة بالكامل رسميًا (هامش تورّق 2.49%/شهر، سماح 25 يوم، سحب نقدي 3%/75). الاكتساب ضمن برنامج ""WooW"" منفصل غير موثّق بهذه الدفعة — لذلك لم تُرفع لـprecise كاملة.","{""card_id"": ""SAIB-01"", ""bank_section"": ""البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**."", ""card_name"": ""Visa Infinite Privilege Credit Card"", ""network"": ""Visa"", ""tier"": ""**Infinite Privilege — فائقة التميز / دعوة حصرية (Super-Premium / Invitation-Only)**"", ""account_segment"": ""**Private Banking فقط**؛ البطاقة مجانية ضمن البرنامج. الصفحة لا تنشر حد رصيد/دخل رقمي حاليًا"", ""loyalty_program"": ""WooW + Aseel"", ""reward_type"": ""نقاط وخصومات تجار"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""estimated؛ لعدم وجود صفحة بطاقة مستقلة كاملة"", ""annual_fee"": ""السنوية: مجانية لعملاء Private Banking. وفق سياسة الرسوم العامة: إضافية غير محددة العدد؛ إعادة إصدار SAR 15؛ دولي 2%؛ سحب/تحويل 3% بحد SAR 75؛ شحن محفظة مجاني؛ ربح شهري غير منشور في صفحة خاصة. APR ظهر 39.46% في شروط عرض مشترك، وليس مثال إفصاح مخصصًا للبطاقة"", ""benefits"": ""حد ائتماني استثنائي، صالات، Concierge، تأمين سفر، حماية مشتريات وضد الاحتيال"", ""source"": ""[Private Banking](https://www.saib.com.sa/en/private-banking)، [WooW](https://www.saib.com.sa/en/woow-programs)، [Credit-card policy PDF](https://www.saib.com.sa/sites/default/files/2025-07/Credit-card-policy.pdf)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""11"", ""row_no"": ""1""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,155,SAIB-02,البنك السعودي للاستثمار,Saudi Investment Bank (SAIB),bank,Visa Signature Credit Card,Visa,Signature,مميز,WooW Reward Program,نقاط,بطاقة ائتمانية,,estimated,500 ريال,مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,SAIB C.13.011.30-Credit-Card-tnc.docx,2026-07-28,رسوم/معدلات مؤكدة بالكامل. نفس فجوة برنامج WooW.,"{""card_id"": ""SAIB-02"", ""bank_section"": ""البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**."", ""card_name"": ""Visa Infinite Credit Card"", ""network"": ""Visa"", ""tier"": ""Infinite"", ""account_segment"": ""متاحة لعميل SAIB مؤهل ائتمانيًا؛ مجانية ضمن Platinum segment"", ""loyalty_program"": ""WooW"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""السنوية: Silver SAR 800؛ Gold SAR 800؛ Platinum مجانية. حتى 5 إضافية مجانًا؛ إعادة إصدار 15؛ ربح 2.49% شهريًا؛ دولي 2%؛ سحب/تحويل 3% بحد 75؛ APR مثالي 39.63% عند حد 10,000 واستخدام 7,000، مدة 75 شهرًا"", ""benefits"": ""1000+ صالة بعد شرط إنفاق Visa، Concierge، فنادق وتأمين"", ""source"": ""[صفحة البطاقة](https://www.saib.com.sa/en/visa-infinite-credit-card)، [WooW](https://www.saib.com.sa/en/woow-programs)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""11"", ""row_no"": ""2""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,156,SAIB-03,البنك السعودي للاستثمار,Saudi Investment Bank (SAIB),bank,Visa Platinum Credit Card,Visa,Platinum,عادي,WooW Reward Program,نقاط,بطاقة ائتمانية,,estimated,"⚠ تعارض مؤرَّخ: 300 ريال (PDF، أُنشئ 2025-09-16) مقابل ""مجاني"" (موقع حي 2026-07-28، ساري من 19 يوليو 2025)",مجاني مدى الحياة,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,SAIB C.13.011.30-Credit-Card-tnc.docx + saib.com.sa (تحقق حي),2026-07-28,⚠ تعارض حاد بين مصدرين رسميين مؤرَّخين بدقة، لم يُحسم — أولوية تأكيد قصوى. باقي المعدلات (تورّق 2.49%/شهر) مشتركة مع بقية الشرائح.,"{""card_id"": ""SAIB-03"", ""bank_section"": ""البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**."", ""card_name"": ""Visa Signature Credit Card"", ""network"": ""Visa"", ""tier"": ""Signature"", ""account_segment"": ""عميل SAIB عادي مؤهل ائتمانيًا؛ عمر 18–65"", ""loyalty_program"": ""WooW"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""السنوية: Silver 500؛ Gold 250؛ Platinum مجانية. حتى 5 إضافية مجانًا؛ إعادة إصدار 15؛ ربح 2.49% شهريًا؛ دولي 2%؛ سحب/تحويل 3% بحد 75؛ APR مثالي 39.63% عند حد 10,000 واستخدام 7,000، 75 شهرًا"", ""benefits"": ""سفر، ضمان ممتد، تأمين، خطة دفع 0% لدى شركاء مختارين"", ""source"": ""[صفحة البطاقة](https://www.saib.com.sa/en/visa-signature-credit-card)، [WooW](https://www.saib.com.sa/en/woow-programs)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""11"", ""row_no"": ""3""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,157,SAIB-04,البنك السعودي للاستثمار,Saudi Investment Bank (SAIB),bank,Platinum Cashback Credit Card,Visa,Platinum,عادي,استرداد نقدي (Cashback) مباشر,كاش باك,بطاقة ائتمانية,,precise,399 ريال,مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,SAIB C.13.011.30-Credit-Card-tnc.docx,2026-07-28,"أفضل بطاقة توثيقًا بكامل دفعة SAIB وBALAD: جدول كاش باك كامل بشرائح إنفاق شهري (0-10%) لكل من سوبرماركت/مطاعم/تعليم/وقود، سقف شهري إجمالي 1,000 ريال، مثال محسوب تحقق حسابيًا. | تحقق نهائي 2026-07-29: أُعيد استخراج جدول الكاش باك بمحاذاة أعمدة صحيحة (بلا دمج/فقد بيانات) — النتيجة مطابقة تمامًا للبيانات الموجودة بالملف. لا تغيير مطلوب، الفجوة السابقة (التحقق المطلوب) مُغلقة.","{""card_id"": ""SAIB-04"", ""bank_section"": ""البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**."", ""card_name"": ""Visa Platinum Credit Card"", ""network"": ""Visa"", ""tier"": ""Platinum"", ""account_segment"": ""عميل SAIB عادي مؤهل ائتمانيًا؛ مجانية ضمن Gold/Platinum"", ""loyalty_program"": ""WooW"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""السنوية: Silver 300؛ Gold مجانية؛ Platinum مجانية. حتى 5 إضافية مجانًا؛ إعادة إصدار 15؛ ربح 2.49% شهريًا؛ دولي 2%؛ سحب/تحويل 3% بحد 75؛ APR مثالي 39.63% عند حد 10,000 واستخدام 7,000، 75 شهرًا"", ""benefits"": ""صالات، خطة دفع 0%، بطاقات إضافية"", ""source"": ""[صفحة البطاقة](https://www.saib.com.sa/en/visa-platinum-credit-card)، [WooW](https://www.saib.com.sa/en/woow-programs)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""11"", ""row_no"": ""4""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,158,SAIB-05,البنك السعودي للاستثمار,Saudi Investment Bank (SAIB),bank,بطاقة الحد الائتماني المنخفض (Low Limit Card),,غير محدد,,غير محدد,,بطاقة ائتمانية,,unavailable,غير متوفر على الموقع,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-28,أُضيفت عبر بحث مباشر (WebFetch) على الموقع الرسمي بعد تعذّر وصول أداة كروم للموقع (2026-07-23). | مستند إفصاح مخاطر SAMA (V3) يؤكد وجودها رسميًا كبطاقة ائتمانية حقيقية (وليست مسبقة دفع) — بلا أي رقم رسوم/معدل.,"{""card_id"": ""SAIB-05"", ""bank_section"": ""البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**."", ""card_name"": ""Platinum Cashback Credit Card"", ""network"": ""Visa"", ""tier"": ""Platinum"", ""account_segment"": ""موظف لدى جهة معتمدة أو صاحب عمل أو متقاعد أو عميل متوسط رصيد؛ عمر 18–65"", ""loyalty_program"": ""SAIB Cashback"", ""reward_type"": ""استرداد نقدي MCC"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""سنوية 399؛ حتى 5 إضافية مجانًا؛ إعادة إصدار 15؛ ربح 2.49% شهريًا؛ دولي 2%؛ سحب/تحويل 3% بحد 75؛ APR مثالي **54.99%** عند حد/استخدام 10,000، 75 شهرًا"", ""benefits"": ""حتى 10% بفئات محددة؛ 6 زيارات صالات سنويًا بعد شرط USD 100 دوليًا خلال 90 يومًا"", ""source"": ""[صفحة البطاقة وجدول الكاش باك](https://www.saib.com.sa/en/platinum-cashback-credit-card)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""11"", ""row_no"": ""5""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,159,SAIB-06,البنك السعودي للاستثمار,Saudi Investment Bank (SAIB),bank,بطاقة مسبقة الدفع للرواتب (Payroll Prepaid Card),,غير محدد,,غير محدد,,بطاقة متخصصة (رواتب/غير استهلاكية),,precise,30/40/50 ريال سنويًا (حسب شريحة حساب صاحب العمل: بلاتينية/ذهبية/فضية),غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,SAIB C.RB_.028.04-toc.docx,2026-07-28,خارج نطاق الائتمان (بطاقة مسبقة دفع لرواتب العمالة المنزلية، مؤكد نصيًا). أرقام الرسوم كاملة ودقيقة.,"{""card_id"": ""SAIB-06"", ""bank_section"": ""البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**."", ""card_name"": ""The Travel Card"", ""network"": ""Visa"", ""tier"": ""Multi-Currency / Low-Limit"", ""account_segment"": ""جميع أصحاب حسابات SAIB"", ""loyalty_program"": ""غير مذكور كاكتساب مستمر"", ""reward_type"": ""لا مكافأة اكتساب منشورة"", ""product_type"": ""**هجين:** مسبقة الدفع أو ائتمانية بعد تفعيل حد"", ""calc_tier"": ""precise"", ""annual_fee"": ""إصدار 100؛ تجديد 75؛ استبدال 50؛ اعتراض 50؛ سحب USD 6 أو ما يعادله؛ تحميل/تفريغ مجاني؛ هامش عملة 2%؛ OIF عند نقص رصيد العملة 1% من محفظة USD. عند تفعيل الائتمان: ربح 2.49%، تأخر 50، اعتراض خاطئ 25، حد أدنى 5% أو 100؛ APR مثالي 42.32%"", ""benefits"": ""100 عملة؛ 5 عملات افتراضية مجانية؛ العملة الإضافية SAR 25 مرة واحدة؛ USD 1 = SAR 3.75؛ سحب يومي حتى SAR 5,000"", ""source"": ""[Travel Card](https://www.saib.com.sa/en/travel-card)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""11"", ""row_no"": ""6""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,160,SAIB-07,البنك السعودي للاستثمار,Saudi Investment Bank (SAIB),bank,بطاقة السفر (Travel Card),Visa,غير محدد,,غير محدد (مزايا سفر بدون نظام نقاط),بدون نقاط,مسبقة الدفع (Prepaid),,precise,إصدار 100 / تجديد 75 / استبدال 50 ريال,مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,SAIB C.13.076.16-travel-card-t-n-c.docx,2026-07-28,"المنتج الأساسي مسبق الدفع، لكن وضع ""Travel Pro"" الائتماني موثّق بالكامل: هامش 2.49%/شهر، APR 39.70% (رقم صريح خلافًا لبقية بطاقات SAIB)، سماح 21 يومًا فقط (وليس 25).","{""card_id"": ""SAIB-07"", ""bank_section"": ""البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**."", ""card_name"": ""“EasyShopping” Card"", ""network"": ""Visa"", ""tier"": ""Shopping / Low-Limit"", ""account_segment"": ""جميع أصحاب حسابات SAIB"", ""loyalty_program"": ""WooW + Aseel"", ""reward_type"": ""نقاط؛ لكن هوية معدل WooW غير محسومة"", ""product_type"": ""مسبقة الدفع/حد منخفض"", ""calc_tier"": ""estimated"", ""annual_fee"": ""إصدار 100؛ تجديد 75؛ استبدال 50؛ اعتراض 50؛ سحب من SAIB ATM بقيمة 5؛ سحب آخر 22؛ تحميل/تفريغ مجاني؛ هامش عملة 2%. رسم الإضافية مذكور دون مبلغ"", ""benefits"": ""بطاقات عائلية، قبول عالمي، Apple Pay"", ""source"": ""[EasyShopping](https://www.saib.com.sa/en/easyshopping-card)، [WooW](https://www.saib.com.sa/en/woow-programs)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""11"", ""row_no"": ""7""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,161,SNB-01,البنك الأهلي السعودي (SNB),Saudi National Bank,bank,Alahli Credit Card - Titanium,,تيتانيوم,عادي,-,,بطاقة ائتمانية,,estimated,400 ريال,غير متوفر على الموقع,غير متوفر نصياً على الموقع (المحتوى معروض كصور تسويقية),cc-en-terms-and-conditions-form-2026-cc-only.pdf,2026-07-28,"مؤكد بالكامل: APR 43.47% (حد 10,000)، نقاط 1.0/1.5 محلي/دولي. لا تفصيل MCC — يبقى estimated.","{""card_id"": ""SNB-01"", ""bank_section"": ""البنك الأهلي السعودي :"", ""card_name"": ""AlAhli Credit Card - Titanium"", ""network"": ""Mastercard Titanium / VISA Basic"", ""tier"": ""Titanium/Basic"", ""account_segment"": ""عادي (حساب جاري لدى SNB، عمر 21+)"", ""loyalty_program"": ""LAK Rewards"", ""reward_type"": ""نقاط LAK (معدل عام حسب الفئة)"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""400 ريال"", ""benefits"": ""دخول صالات مطارات 1200+، سحب نقدي حتى 30% من الحد"", ""source"": ""/en/.../alahli-credit-card-titanium + PDF T&C ص24-25"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""1"", ""row_no"": ""1""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,162,SNB-02,البنك الأهلي السعودي (SNB),Saudi National Bank,bank,Alahli Credit Card - Platinum,,بلاتينيوم,عادي,-,,بطاقة ائتمانية,,estimated,600 ريال,غير متوفر على الموقع,غير متوفر نصياً على الموقع (المحتوى معروض كصور تسويقية),cc-en-terms-and-conditions-form-2026-cc-only.pdf,2026-07-28,مؤكد بالكامل: APR 47.60%، نقاط 1.5/2.0. لا تفصيل MCC.,"{""card_id"": ""SNB-02"", ""bank_section"": ""البنك الأهلي السعودي :"", ""card_name"": ""AlAhli Credit Card - Platinum"", ""network"": ""Mastercard Platinum / VISA Platinum"", ""tier"": ""Platinum"", ""account_segment"": ""عادي"", ""loyalty_program"": ""LAK Rewards"", ""reward_type"": ""نقاط LAK"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""600 ريال"", ""benefits"": ""نفس مزايا Titanium بمستوى أعلى"", ""source"": ""/en/.../alahli-credit-card-platinum + PDF ص24-25"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""1"", ""row_no"": ""2""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,163,SNB-03,البنك الأهلي السعودي (SNB),Saudi National Bank,bank,Alahli Wessam Platinum Credit Card - World,,وسام بلاتينيوم / World,عادي,-,,بطاقة ائتمانية,,estimated,"1,500 ريال",غير متوفر على الموقع,غير متوفر نصياً على الموقع (المحتوى معروض كصور تسويقية),cc-en-terms-and-conditions-form-2026-cc-only.pdf,2026-07-28,مؤكد بالكامل: APR 35.09%، نقاط 2.0/2.5. لا تفصيل MCC.,"{""card_id"": ""SNB-03"", ""bank_section"": ""البنك الأهلي السعودي :"", ""card_name"": ""AlAhli Wessam Gold Credit Card - World"", ""network"": ""Mastercard World \""Wessam Gold\"" / VISA Signature \""Gold\"""", ""tier"": ""World/Signature Gold (شريحة Wessam)"", ""account_segment"": ""**مشروط بعضوية \""Wessam\""** (شريحة عملاء أعلى من Mass حسب تسلسل مذكور بصفحة Global Multi-Currency: MASS<WESSAM GOLD<WESSAM PLATINUM<ELITE<PRIVATE)"", ""loyalty_program"": ""LAK Rewards"", ""reward_type"": ""نقاط LAK"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""1000 ريال (+300 ريال لكل بطاقة أساسية إضافية)"", ""benefits"": ""صالات مطارات، مزايا سفر Wessam"", ""source"": ""/en/.../alahli-credit-card-world-gold + PDF ص25"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""1"", ""row_no"": ""3""}",exact_id_linked,,,,,,,,,,,,,,,,
